title,year,release_date,total_gross_domestic,max_theaters,genre,budget_chart,detail_url
Hoppers,2026,Mar 6,166005131.0,4000.0,-,,https://www.boxofficemojo.com/release/rl284918529/?ref_=bo_yld_table_5
Avatar: Fire and Ash,2026,Dec 19,404340010.0,3835.0,-,,https://www.boxofficemojo.com/release/rl3389031937/?ref_=bo_yld_table_6
Star Wars: The Mandalorian and Grogu,2026,May 22,142248523.0,4300.0,-,,https://www.boxofficemojo.com/release/rl3294527489/?ref_=bo_yld_table_7
Scream 7,2026,Feb 27,121935967.0,3540.0,-,,https://www.boxofficemojo.com/release/rl1359839233/?ref_=bo_yld_table_8
Obsession,2026,May 15,116757055.0,2781.0,-,,https://www.boxofficemojo.com/release/rl1660846081/?ref_=bo_yld_table_9
GOAT,2026,Feb 13,103316898.0,3863.0,-,,https://www.boxofficemojo.com/release/rl2725019649/?ref_=bo_yld_table_10
Backrooms,2026,May 29,97848566.0,3565.0,-,,https://www.boxofficemojo.com/release/rl747929601/?ref_=bo_yld_table_11
Zootopia 2,2026,Nov 26,428130160.0,4000.0,-,,https://www.boxofficemojo.com/release/rl2303754241/?ref_=bo_yld_table_12
Wuthering Heights,2026,Feb 13,84001072.0,3682.0,-,,https://www.boxofficemojo.com/release/rl723550209/?ref_=bo_yld_table_13
Mortal Kombat II,2026,May 8,78312564.0,3534.0,-,,https://www.boxofficemojo.com/release/rl3832053761/?ref_=bo_yld_table_14
The Housemaid,2026,Dec 19,126432462.0,3123.0,-,,https://www.boxofficemojo.com/release/rl1512275969/?ref_=bo_yld_table_15
Send Help,2026,Jan 30,64734795.0,3475.0,-,,https://www.boxofficemojo.com/release/rl4147019777/?ref_=bo_yld_table_16
Marty Supreme,2026,Dec 19,96040064.0,2887.0,-,,https://www.boxofficemojo.com/release/rl1411612673/?ref_=bo_yld_table_17
The Sheep Detectives,2026,May 8,56086813.0,3554.0,-,,https://www.boxofficemojo.com/release/rl1601339393/?ref_=bo_yld_table_18
Reminders of Him,2026,Mar 13,48559430.0,3441.0,-,,https://www.boxofficemojo.com/release/rl2970583041/?ref_=bo_yld_table_19
The Drama,2026,Apr 3,48062006.0,3151.0,-,,https://www.boxofficemojo.com/release/rl1676574721/?ref_=bo_yld_table_20
Crime 101,2026,Feb 13,36588336.0,3161.0,-,,https://www.boxofficemojo.com/release/rl797671425/?ref_=bo_yld_table_21
Anaconda,2026,Dec 25,65098148.0,3509.0,-,,https://www.boxofficemojo.com/release/rl2499444737/?ref_=bo_yld_table_22
Lee Cronin's The Mummy,2026,Apr 17,29152113.0,3304.0,-,,https://www.boxofficemojo.com/release/rl3315499009/?ref_=bo_yld_table_23
Dhurandhar: The Revenge,2026,Mar 19,28100759.0,987.0,-,,https://www.boxofficemojo.com/release/rl3281551361/?ref_=bo_yld_table_24
Iron Lung,2026,Jan 30,40851941.0,3015.0,-,,https://www.boxofficemojo.com/release/rl3918299137/?ref_=bo_yld_table_25
Solo Mio,2026,Feb 6,25736278.0,3052.0,-,,https://www.boxofficemojo.com/release/rl2967437313/?ref_=bo_yld_table_26
Primate,2026,Jan 9,25635665.0,2964.0,-,,https://www.boxofficemojo.com/release/rl1406959617/?ref_=bo_yld_table_27
28 Years Later: The Bone Temple,2026,Jan 16,25147583.0,3506.0,-,,https://www.boxofficemojo.com/release/rl1562607617/?ref_=bo_yld_table_28
The SpongeBob Movie: Search for SquarePants,2026,Dec 19,71068170.0,3570.0,-,,https://www.boxofficemojo.com/release/rl1743487745/?ref_=bo_yld_table_29
Mercy,2026,Jan 23,24390303.0,3468.0,-,,https://www.boxofficemojo.com/release/rl1781235713/?ref_=bo_yld_table_30
Ready or Not 2: Here I Come,2026,Mar 20,22986054.0,3010.0,-,,https://www.boxofficemojo.com/release/rl2429190145/?ref_=bo_yld_table_31
Song Sung Blue,2026,Dec 25,39185290.0,2705.0,-,,https://www.boxofficemojo.com/release/rl1119977473/?ref_=bo_yld_table_32
David,2026,Dec 19,80382774.0,3118.0,-,,https://www.boxofficemojo.com/release/rl1710063617/?ref_=bo_yld_table_33
Undertone,2026,Mar 13,20001151.0,2570.0,-,,https://www.boxofficemojo.com/release/rl1978564609/?ref_=bo_yld_table_34
"You, Me & Tuscany",2026,Apr 10,18723685.0,3157.0,-,,https://www.boxofficemojo.com/release/rl599818241/?ref_=bo_yld_table_35
I Can Only Imagine 2,2026,Feb 20,18588615.0,3105.0,-,,https://www.boxofficemojo.com/release/rl221872129/?ref_=bo_yld_table_36
Greenland 2: Migration,2026,Jan 9,17770308.0,2718.0,-,,https://www.boxofficemojo.com/release/rl2715320321/?ref_=bo_yld_table_37
Hokum,2026,May 1,16834886.0,1900.0,-,,https://www.boxofficemojo.com/release/rl1066958849/?ref_=bo_yld_table_38
Melania,2026,Jan 30,16357453.0,2003.0,-,,https://www.boxofficemojo.com/release/rl4287397889/?ref_=bo_yld_table_39
Passenger,2026,May 22,16286519.0,2534.0,-,,https://www.boxofficemojo.com/release/rl4253450241/?ref_=bo_yld_table_40
EPiC: Elvis Presley in Concert,2026,Feb 20,13571883.0,1965.0,-,,https://www.boxofficemojo.com/release/rl1535148033/?ref_=bo_yld_table_41
Hamnet,2026,Nov 26,24208900.0,1996.0,-,,https://www.boxofficemojo.com/release/rl1421901825/?ref_=bo_yld_table_42
Dracula,2026,Feb 6,13053400.0,2050.0,-,,https://www.boxofficemojo.com/release/rl2934341633/?ref_=bo_yld_table_43
Shelter,2026,Jan 30,12805541.0,2726.0,-,,https://www.boxofficemojo.com/release/rl2951446529/?ref_=bo_yld_table_44
The Bride!,2026,Mar 6,12744025.0,3304.0,-,,https://www.boxofficemojo.com/release/rl1985511425/?ref_=bo_yld_table_45
They Will Kill You,2026,Mar 27,10882152.0,2778.0,-,,https://www.boxofficemojo.com/release/rl3572334593/?ref_=bo_yld_table_46
Billie Eilish: Hit Me Hard and Soft,2026,May 8,9901485.0,2613.0,-,,https://www.boxofficemojo.com/release/rl2650767361/?ref_=bo_yld_table_47
The Breadwinner,2026,May 29,9234865.0,3252.0,-,,https://www.boxofficemojo.com/release/rl4181426177/?ref_=bo_yld_table_48
No Other Choice,2026,Dec 25,10011860.0,697.0,-,,https://www.boxofficemojo.com/release/rl2298445825/?ref_=bo_yld_table_49
The Strangers: Chapter 3,2026,Feb 6,8560986.0,2565.0,-,,https://www.boxofficemojo.com/release/rl754941953/?ref_=bo_yld_table_50
"Good Luck, Have Fun, Don't Die",2026,Feb 13,8431443.0,1672.0,-,,https://www.boxofficemojo.com/release/rl1088585729/?ref_=bo_yld_table_51
A Great Awakening,2026,Apr 3,8133679.0,1289.0,-,,https://www.boxofficemojo.com/release/rl3751116801/?ref_=bo_yld_table_52
How to Make a Killing,2026,Feb 20,7851600.0,1726.0,-,,https://www.boxofficemojo.com/release/rl4143808513/?ref_=bo_yld_table_53
Wicked: For Good,2026,Nov 17,342915090.0,4115.0,-,,https://www.boxofficemojo.com/release/rl2185003777/?ref_=bo_yld_table_54
I Love Boosters,2026,May 22,7332794.0,1750.0,-,,https://www.boxofficemojo.com/release/rl2627698689/?ref_=bo_yld_table_55
Stray Kids: The Dominate Experience,2026,Feb 6,7232818.0,1724.0,-,,https://www.boxofficemojo.com/release/rl697401345/?ref_=bo_yld_table_56
Pressure,2026,May 29,7194970.0,1829.0,-,,https://www.boxofficemojo.com/release/rl1418493953/?ref_=bo_yld_table_57
Top Gun/Top Gun: Maverick,2026,May 13,6528326.0,2295.0,-,,https://www.boxofficemojo.com/release/rl78348289/?ref_=bo_yld_table_58
Five Nights at Freddy's 2,2026,Dec 5,127730290.0,3579.0,-,,https://www.boxofficemojo.com/release/rl2490073089/?ref_=bo_yld_table_59
The Lord of the Rings: The Fellowship of the Ring,2026,Jan 16,5940331.0,1674.0,-,,https://www.boxofficemojo.com/release/rl871530497/?ref_=bo_yld_table_60
In the Grey,2026,May 15,5710888.0,2018.0,-,,https://www.boxofficemojo.com/release/rl3210838017/?ref_=bo_yld_table_61
Return to Silent Hill,2026,Jan 23,5544971.0,2000.0,-,,https://www.boxofficemojo.com/release/rl3922296833/?ref_=bo_yld_table_62
Animal Farm,2026,May 1,5530772.0,2600.0,-,,https://www.boxofficemojo.com/release/rl528646145/?ref_=bo_yld_table_63
Is This Thing On?,2026,Dec 19,6185385.0,1495.0,-,,https://www.boxofficemojo.com/release/rl3151921153/?ref_=bo_yld_table_64
Normal,2026,Apr 17,5071290.0,2153.0,-,,https://www.boxofficemojo.com/release/rl1084325889/?ref_=bo_yld_table_65
Is God Is,2026,May 15,4857896.0,1510.0,-,,https://www.boxofficemojo.com/release/rl383418369/?ref_=bo_yld_table_66
Deep Water,2026,May 1,4326381.0,1675.0,-,,https://www.boxofficemojo.com/release/rl2141618177/?ref_=bo_yld_table_67
Twenty One Pilots: More Than We Ever Imagined,2026,Feb 26,4300000.0,833.0,-,,https://www.boxofficemojo.com/release/rl2542370817/?ref_=bo_yld_table_68
The Lord of the Rings: The Two Towers,2026,Jan 17,4093642.0,1655.0,-,,https://www.boxofficemojo.com/release/rl921862145/?ref_=bo_yld_table_69
Nirvanna: The Band - The Show - The Movie,2026,Feb 13,4044418.0,384.0,-,,https://www.boxofficemojo.com/release/rl2565570561/?ref_=bo_yld_table_70
The Lord of the Rings: The Return of the King,2026,Jan 18,3971340.0,1655.0,-,,https://www.boxofficemojo.com/release/rl703758337/?ref_=bo_yld_table_71
The Moment,2026,Jan 30,3925376.0,1119.0,-,,https://www.boxofficemojo.com/release/rl1845329921/?ref_=bo_yld_table_72
Pillion,2026,Feb 6,3852823.0,369.0,-,,https://www.boxofficemojo.com/release/rl1106214913/?ref_=bo_yld_table_73
2026 Oscar Nominated Short Films,2026,Feb 20,3754480.0,391.0,-,,https://www.boxofficemojo.com/release/rl2274721793/?ref_=bo_yld_table_74
Exit 8,2026,Apr 10,3735090.0,510.0,-,,https://www.boxofficemojo.com/release/rl3147857921/?ref_=bo_yld_table_75
We Bury the Dead,2026,Jan 2,3711918.0,1172.0,-,,https://www.boxofficemojo.com/release/rl2491842561/?ref_=bo_yld_table_76
Bendito Corazon,2026,Feb 6,2997508.0,455.0,-,,https://www.boxofficemojo.com/release/rl378634241/?ref_=bo_yld_table_77
The Pout-Pout Fish,2026,Mar 20,2925502.0,1854.0,-,,https://www.boxofficemojo.com/release/rl585400321/?ref_=bo_yld_table_78
Kiki's Delivery Service,2026,Mar 13,2697212.0,388.0,-,,https://www.boxofficemojo.com/release/rl3533012993/?ref_=bo_yld_table_79
The Secret Agent,2026,Nov 26,4282051.0,312.0,-,,https://www.boxofficemojo.com/release/rl2835120129/?ref_=bo_yld_table_80
Clika,2026,Jan 23,2644377.0,540.0,-,,https://www.boxofficemojo.com/release/rl3744628737/?ref_=bo_yld_table_81
Faces of Death,2026,Apr 10,2609598.0,1600.0,-,,https://www.boxofficemojo.com/release/rl2072936449/?ref_=bo_yld_table_82
Mother Mary,2026,Apr 17,2565507.0,1103.0,-,,https://www.boxofficemojo.com/release/rl1837858817/?ref_=bo_yld_table_83
Psycho Killer,2026,Feb 20,2555070.0,1100.0,-,,https://www.boxofficemojo.com/release/rl3369435137/?ref_=bo_yld_table_84
Demon Slayer: Kimetsu No Yaiba Infinity Castle,2026,Sep 12,136950340.0,3342.0,-,,https://www.boxofficemojo.com/release/rl53837825/?ref_=bo_yld_table_85
BTS WORLD TOUR 'ARIRANG' in GOYANG: LIVE VIEWING,2026,Apr 11,2440000.0,1189.0,-,,https://www.boxofficemojo.com/release/rl2895282177/?ref_=bo_yld_table_86
The Testament of Ann Lee,2026,Dec 25,2515020.0,500.0,-,,https://www.boxofficemojo.com/release/rl871006209/?ref_=bo_yld_table_87
Forbidden Fruits,2026,Mar 27,2322616.0,1525.0,-,,https://www.boxofficemojo.com/release/rl2257813505/?ref_=bo_yld_table_88
Dead Man's Wire,2026,Jan 9,2236813.0,1101.0,-,,https://www.boxofficemojo.com/release/rl982089729/?ref_=bo_yld_table_89
Tuner,2026,May 22,2222671.0,452.0,-,,https://www.boxofficemojo.com/release/rl1233682433/?ref_=bo_yld_table_90
Busboys,2026,Apr 17,2607503.0,800.0,-,,https://www.boxofficemojo.com/release/rl2913107969/?ref_=bo_yld_table_91
Over Your Dead Body,2026,Apr 24,2154696.0,1550.0,-,,https://www.boxofficemojo.com/release/rl3683418113/?ref_=bo_yld_table_92
2026 Oscar Nominated Short Films: Animation,2026,Feb 20,2087582.0,349.0,-,,https://www.boxofficemojo.com/release/rl4069752833/?ref_=bo_yld_table_93
I Was a Stranger,2026,Jan 9,2008686.0,1400.0,-,,https://www.boxofficemojo.com/release/rl3185541121/?ref_=bo_yld_table_94
Charlie the Wonderdog,2026,Jan 16,2003436.0,1230.0,-,,https://www.boxofficemojo.com/release/rl434405377/?ref_=bo_yld_table_95
The Story of Everything,2026,Apr 30,1947962.0,513.0,-,,https://www.boxofficemojo.com/release/rl4254433281/?ref_=bo_yld_table_96
The Christophers,2026,Apr 10,1807376.0,368.0,-,,https://www.boxofficemojo.com/release/rl3198189569/?ref_=bo_yld_table_97
BTS WORLD TOUR 'ARIRANG' in JAPAN: LIVE VIEWING,2026,Apr 18,1800000.0,1189.0,-,,https://www.boxofficemojo.com/release/rl2945613825/?ref_=bo_yld_table_98
Shrek,2026,May 15,1790365.0,1370.0,-,,https://www.boxofficemojo.com/release/rl3131604993/?ref_=bo_yld_table_99
Sirat,2026,Feb 6,1711698.0,174.0,-,,https://www.boxofficemojo.com/release/rl3163455489/?ref_=bo_yld_table_100
Blades of the Guardians,2026,Feb 17,1606672.0,184.0,-,,https://www.boxofficemojo.com/release/rl1468825601/?ref_=bo_yld_table_101
Dhurandhar,2026,Dec 5,19702994.0,400.0,-,,https://www.boxofficemojo.com/release/rl2558623745/?ref_=bo_yld_table_102
Cold Storage,2026,Feb 13,1529234.0,1041.0,-,,https://www.boxofficemojo.com/release/rl2626387969/?ref_=bo_yld_table_103
Fuze,2026,Apr 24,1485756.0,1164.0,-,,https://www.boxofficemojo.com/release/rl2795864065/?ref_=bo_yld_table_104
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,2026,Mar 13,1476000.0,1372.0,-,,https://www.boxofficemojo.com/release/rl4137254913/?ref_=bo_yld_table_105
Bhooth Bangla,2026,Apr 16,2168456.0,500.0,-,,https://www.boxofficemojo.com/release/rl379224065/?ref_=bo_yld_table_106
That Time I Got Reincarnated as a Slime the Movie: Tears of the Azure Sea,2026,May 1,1423753.0,837.0,-,,https://www.boxofficemojo.com/release/rl2593423361/?ref_=bo_yld_table_107
Sentimental Value,2026,Nov 7,5338580.0,334.0,-,,https://www.boxofficemojo.com/release/rl3858071553/?ref_=bo_yld_table_108
A Private Life,2026,Jan 16,1421315.0,420.0,-,,https://www.boxofficemojo.com/release/rl3169091585/?ref_=bo_yld_table_109
The King’s Warden,2026,Feb 12,3574531.0,121.0,-,,https://www.boxofficemojo.com/release/rl3030089729/?ref_=bo_yld_table_110
One Battle After Another,2026,Sep 26,72918884.0,3634.0,-,,https://www.boxofficemojo.com/release/rl1784184833/?ref_=bo_yld_table_111
Rabb Da Radio 3,2026,Apr 3,1854645.0,,-,,https://www.boxofficemojo.com/release/rl446922753/?ref_=bo_yld_table_112
Beast,2026,Apr 10,1290388.0,1160.0,-,,https://www.boxofficemojo.com/release/rl3315630081/?ref_=bo_yld_table_113
Protector,2026,Mar 6,1290170.0,1007.0,-,,https://www.boxofficemojo.com/release/rl1352237057/?ref_=bo_yld_table_114
Uma Musume: Pretty Derby - Beginning of a New Era,2026,Feb 27,1275499.0,600.0,-,,https://www.boxofficemojo.com/release/rl3146285057/?ref_=bo_yld_table_115
The AI Doc: Or How I Became an Apocaloptimist,2026,Mar 27,1271825.0,786.0,-,,https://www.boxofficemojo.com/release/rl2306899969/?ref_=bo_yld_table_116
Back to the Past,2026,Jan 30,1949379.0,124.0,-,,https://www.boxofficemojo.com/release/rl2139652097/?ref_=bo_yld_table_117
Whistle,2026,Feb 6,1250972.0,1200.0,-,,https://www.boxofficemojo.com/release/rl428769281/?ref_=bo_yld_table_118
American Youngboy,2026,Apr 22,1194000.0,583.0,-,,https://www.boxofficemojo.com/release/rl2376368129/?ref_=bo_yld_table_119
Drishyam 3,2026,May 22,1650583.0,284.0,-,,https://www.boxofficemojo.com/release/rl1051820033/?ref_=bo_yld_table_120
Mobile Suit Gundam Hathaway: The Sorcery of Nymph Circe,2026,May 15,1165491.0,894.0,-,,https://www.boxofficemojo.com/release/rl1067220993/?ref_=bo_yld_table_121
Time Hoppers: The Silk Road,2026,Feb 7,1114850.0,,-,,https://www.boxofficemojo.com/release/rl1250131969/?ref_=bo_yld_table_122
Karuppu,2026,May 15,1290823.0,83.0,-,,https://www.boxofficemojo.com/release/rl1185710081/?ref_=bo_yld_table_123
Pegasus 3,2026,Feb 27,1374946.0,315.0,-,,https://www.boxofficemojo.com/release/rl2123988993/?ref_=bo_yld_table_124
I Swear,2026,Apr 24,1055955.0,701.0,-,,https://www.boxofficemojo.com/release/rl2594471937/?ref_=bo_yld_table_125
Kokuho,2026,Nov 14,1119136.0,261.0,-,,https://www.boxofficemojo.com/release/rl3180232705/?ref_=bo_yld_table_126
Midwinter Break,2026,Feb 20,1002905.0,808.0,-,,https://www.boxofficemojo.com/release/rl3355017217/?ref_=bo_yld_table_127
The Choral,2026,Dec 25,1020176.0,506.0,-,,https://www.boxofficemojo.com/release/rl3118759937/?ref_=bo_yld_table_128
Fight Club,2026,Apr 22,972937.0,1625.0,-,,https://www.boxofficemojo.com/release/rl1805549569/?ref_=bo_yld_table_129
Arco,2026,Jan 23,1000913.0,302.0,-,,https://www.boxofficemojo.com/release/rl1888124929/?ref_=bo_yld_table_130
Slanted,2026,Mar 13,906216.0,588.0,-,,https://www.boxofficemojo.com/release/rl848855041/?ref_=bo_yld_table_131
Father Mother Sister Brother,2026,Dec 24,964544.0,253.0,-,,https://www.boxofficemojo.com/release/rl2508685313/?ref_=bo_yld_table_132
The Voice of Hind Rajab,2026,Dec 17,955679.0,125.0,-,,https://www.boxofficemojo.com/release/rl2012381185/?ref_=bo_yld_table_133
He Calls Me Daughter,2026,Mar 17,802849.0,819.0,-,,https://www.boxofficemojo.com/release/rl2324267009/?ref_=bo_yld_table_134
The Mummy Returns,2026,Mar 27,785110.0,1430.0,-,,https://www.boxofficemojo.com/release/rl3718021121/?ref_=bo_yld_table_135
Attack on Titan: The Last Attack,2026,Feb 10,3638404.0,525.0,-,,https://www.boxofficemojo.com/release/rl4130111489/?ref_=bo_yld_table_136
One Spoon of Chocolate,2026,May 1,743092.0,636.0,-,,https://www.boxofficemojo.com/release/rl1519943681/?ref_=bo_yld_table_137
Dolly,2026,Mar 6,725979.0,810.0,-,,https://www.boxofficemojo.com/release/rl3582361601/?ref_=bo_yld_table_138
Madagascar,2026,Jan 16,708665.0,1083.0,-,,https://www.boxofficemojo.com/release/rl2659811329/?ref_=bo_yld_table_139
Desert Warrior,2026,Apr 24,704280.0,1010.0,-,,https://www.boxofficemojo.com/release/rl93880321/?ref_=bo_yld_table_140
Stand by Me,2026,Mar 27,700349.0,624.0,-,,https://www.boxofficemojo.com/release/rl3667689473/?ref_=bo_yld_table_141
Enhypen: Walk the Line Summer Edition - In Cinemas,2026,Mar 5,1149451.0,,-,,https://www.boxofficemojo.com/release/rl2056028161/?ref_=bo_yld_table_142
All You Need Is Kill,2026,Jan 16,695290.0,768.0,-,,https://www.boxofficemojo.com/release/rl2525003777/?ref_=bo_yld_table_143
MET Opera: Eugene Onegin,2026,May 2,690540.0,,-,,https://www.boxofficemojo.com/release/rl2745729025/?ref_=bo_yld_table_144
Mile End Kicks,2026,Apr 17,679591.0,380.0,-,,https://www.boxofficemojo.com/release/rl1956741121/?ref_=bo_yld_table_145
Bunny!!,2026,Mar 26,669093.0,,-,,https://www.boxofficemojo.com/release/rl1285652481/?ref_=bo_yld_table_146
The Wizard of the Kremlin,2026,May 15,652300.0,582.0,-,,https://www.boxofficemojo.com/release/rl3282403329/?ref_=bo_yld_table_147
Standout: The Ben Kjar Story,2026,Jan 23,646615.0,92.0,-,,https://www.boxofficemojo.com/release/rl2676719617/?ref_=bo_yld_table_148
Revolutionary America,2026,May 31,644141.0,762.0,-,,https://www.boxofficemojo.com/release/rl1353809921/?ref_=bo_yld_table_149
The Plague,2026,Dec 24,685153.0,590.0,-,,https://www.boxofficemojo.com/release/rl3940253697/?ref_=bo_yld_table_150
Scarlet,2026,Dec 12,629038.0,530.0,-,,https://www.boxofficemojo.com/release/rl1791197185/?ref_=bo_yld_table_151
Fantasy Life,2026,Mar 27,618602.0,215.0,-,,https://www.boxofficemojo.com/release/rl3398008833/?ref_=bo_yld_table_152
Palestine 36,2026,Mar 20,608945.0,75.0,-,,https://www.boxofficemojo.com/release/rl1084063745/?ref_=bo_yld_table_153
Hunting Matthew Nichols,2026,Apr 10,710532.0,,-,,https://www.boxofficemojo.com/release/rl126124033/?ref_=bo_yld_table_154
"Steal This Story, Please!",2026,Apr 10,580484.0,55.0,-,,https://www.boxofficemojo.com/release/rl1151369217/?ref_=bo_yld_table_155
Dacoit: A Love Story,2026,Apr 10,904531.0,,-,,https://www.boxofficemojo.com/release/rl2812444673/?ref_=bo_yld_table_156
Blue Heron,2026,Apr 17,529252.0,106.0,-,,https://www.boxofficemojo.com/release/rl647659521/?ref_=bo_yld_table_157
Eternity,2026,Nov 26,16210244.0,2386.0,-,,https://www.boxofficemojo.com/release/rl316178433/?ref_=bo_yld_table_158
All That's Left of You,2026,Jan 9,514374.0,52.0,-,,https://www.boxofficemojo.com/release/rl3632889857/?ref_=bo_yld_table_159
Youngblood,2026,Mar 6,511351.0,440.0,-,,https://www.boxofficemojo.com/release/rl1132560385/?ref_=bo_yld_table_160
The Mortuary Assistant,2026,Feb 13,454776.0,208.0,-,,https://www.boxofficemojo.com/release/rl1367441409/?ref_=bo_yld_table_161
Bonolota Express,2026,Apr 3,450376.0,48.0,-,,https://www.boxofficemojo.com/release/rl4003561473/?ref_=bo_yld_table_162
Lorne,2026,Apr 17,449135.0,415.0,-,,https://www.boxofficemojo.com/release/rl4187193345/?ref_=bo_yld_table_163
Resurrection,2026,Dec 12,627175.0,86.0,-,,https://www.boxofficemojo.com/release/rl1224114177/?ref_=bo_yld_table_164
The Revenant,2026,Feb 27,609500.0,900.0,-,,https://www.boxofficemojo.com/release/rl2224324609/?ref_=bo_yld_table_165
Patriot,2026,May 1,418228.0,,-,,https://www.boxofficemojo.com/release/rl2762506241/?ref_=bo_yld_table_166
The Trouble with Terkel,2026,Feb 13,415518.0,153.0,-,,https://www.boxofficemojo.com/release/rl377651201/?ref_=bo_yld_table_167
Whisper of the Heart,2026,Apr 17,402389.0,208.0,-,,https://www.boxofficemojo.com/release/rl2040823809/?ref_=bo_yld_table_168
The Silence of the Lambs,2026,Apr 26,395396.0,,-,,https://www.boxofficemojo.com/release/rl1787658241/?ref_=bo_yld_table_169
Hard Boiled,2026,Jan 25,392742.0,620.0,-,,https://www.boxofficemojo.com/release/rl3766517761/?ref_=bo_yld_table_170
BTS: Yet to Come in Cinemas,2026,Feb 1,8481053.0,1210.0,-,,https://www.boxofficemojo.com/release/rl1828487937/?ref_=bo_yld_table_171
Night Patrol,2026,Jan 16,372115.0,800.0,-,,https://www.boxofficemojo.com/release/rl1256620033/?ref_=bo_yld_table_172
H Is for Hawk,2026,Jan 23,342239.0,476.0,-,,https://www.boxofficemojo.com/release/rl713588737/?ref_=bo_yld_table_173
The Stranger,2026,Apr 3,313125.0,33.0,-,,https://www.boxofficemojo.com/release/rl445677569/?ref_=bo_yld_table_174
Silent Friend,2026,May 8,307144.0,57.0,-,,https://www.boxofficemojo.com/release/rl4170612737/?ref_=bo_yld_table_175
Aadu 3,2026,Mar 19,306973.0,,-,,https://www.boxofficemojo.com/release/rl1235320833/?ref_=bo_yld_table_176
Bershama,2026,Mar 20,388104.0,,-,,https://www.boxofficemojo.com/release/rl1268875265/?ref_=bo_yld_table_177
Vaazha II: Biopic of a Billion Bros,2026,Apr 3,301888.0,,-,,https://www.boxofficemojo.com/release/rl463699969/?ref_=bo_yld_table_178
The Killer,2026,Apr 5,301638.0,600.0,-,,https://www.boxofficemojo.com/release/rl3984621569/?ref_=bo_yld_table_179
Hamlet,2026,Apr 10,300088.0,325.0,-,,https://www.boxofficemojo.com/release/rl3012263937/?ref_=bo_yld_table_180
Tow,2026,Mar 20,291795.0,180.0,-,,https://www.boxofficemojo.com/release/rl479100929/?ref_=bo_yld_table_181
Marc by Sofia,2026,Mar 20,283345.0,128.0,-,,https://www.boxofficemojo.com/release/rl2157215745/?ref_=bo_yld_table_182
A Poet,2026,Jan 30,275987.0,38.0,-,,https://www.boxofficemojo.com/release/rl3280764929/?ref_=bo_yld_table_183
The Secret World of Arrietty,2026,May 19,274136.0,205.0,-,,https://www.boxofficemojo.com/release/rl380403713/?ref_=bo_yld_table_184
The Chronology of Water,2026,Dec 5,302825.0,37.0,-,,https://www.boxofficemojo.com/release/rl2676064257/?ref_=bo_yld_table_185
Mr. Nobody Against Putin,2026,Jan 21,266122.0,53.0,-,,https://www.boxofficemojo.com/release/rl2441707521/?ref_=bo_yld_table_186
Tommy,2026,Mar 17,260759.0,121.0,-,,https://www.boxofficemojo.com/release/rl3499786241/?ref_=bo_yld_table_187
The President's Cake,2026,Feb 6,256542.0,188.0,-,,https://www.boxofficemojo.com/release/rl428965889/?ref_=bo_yld_table_188
Cold War 1994,2026,May 8,361156.0,,-,,https://www.boxofficemojo.com/release/rl1168932865/?ref_=bo_yld_table_189
"Our Hero, Balthazar",2026,Mar 27,247607.0,20.0,-,,https://www.boxofficemojo.com/release/rl1234534401/?ref_=bo_yld_table_190
Raakaasa,2026,Apr 3,246076.0,,-,,https://www.boxofficemojo.com/release/rl480477185/?ref_=bo_yld_table_191
A Better Tomorrow,2026,Mar 1,240938.0,618.0,-,,https://www.boxofficemojo.com/release/rl3934289921/?ref_=bo_yld_table_192
Erupcja,2026,Apr 17,230936.0,88.0,-,,https://www.boxofficemojo.com/release/rl999325697/?ref_=bo_yld_table_193
Nuremberg,2026,Nov 7,14524692.0,1830.0,-,,https://www.boxofficemojo.com/release/rl1139048449/?ref_=bo_yld_table_194
Magellan,2026,Jan 9,231318.0,23.0,-,,https://www.boxofficemojo.com/release/rl3884548097/?ref_=bo_yld_table_195
Shera,2026,May 15,226894.0,,-,,https://www.boxofficemojo.com/release/rl1202487297/?ref_=bo_yld_table_196
Aag Lagay Basti Mein,2026,Mar 20,454890.0,,-,,https://www.boxofficemojo.com/release/rl1302429697/?ref_=bo_yld_table_197
Miroirs No. 3,2026,Mar 20,218695.0,49.0,-,,https://www.boxofficemojo.com/release/rl2727116801/?ref_=bo_yld_table_198
Aida: The Movie,2026,Jan 30,217000.0,27.0,-,,https://www.boxofficemojo.com/release/rl3095953409/?ref_=bo_yld_table_199
Buffalo Kids,2026,Feb 6,214534.0,750.0,-,,https://www.boxofficemojo.com/release/rl652509185/?ref_=bo_yld_table_200
